12,0.029682,0.000011,0.000009
16,0.037674,0.000012,0.000010
18,0.029651,0.000011,0.000009
24,0.037472,0.000012,0.000010
3,0.034168,0.000011,0.000004
4,0.038826,0.000013,0.000006
6,0.034582,0.000011,0.000007
8,0.033091,0.000011,0.000007
