12,0.251763,0.000068,0.000015
16,0.207194,0.000056,0.000015
18,0.194042,0.000052,0.000011
24,0.137366,0.000037,0.000011
3,0.982083,0.000265,0.000005
4,0.626088,0.000169,0.000010
6,0.452639,0.000122,0.000010
8,0.349722,0.000095,0.000010
