12,0.083949,0.000027,0.000010
16,0.073081,0.000023,0.000010
18,0.068211,0.000022,0.000011
24,0.061908,0.000020,0.000011
3,0.228902,0.000073,0.000004
4,0.193307,0.000061,0.000008
6,0.140043,0.000044,0.000008
8,0.106853,0.000034,0.000010
